opel,gt,6000,car.gr/34025567-opel-gt,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:45
opel,gt,8800,car.gr/32786912-opel-gt,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:45
opel,gt,10000,car.gr/24986531-opel-gt-primium-opel-gt,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:45
opel,gt,100,car.gr/2290066-opel-gt-106,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:45
opel,gt,111,car.gr/11389706-opel-gt-gt,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:45
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
audi,tt,19700,car.gr/32967467-audi-tt,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,14990,car.gr/32540125-audi-tt-derma-kapitone-ttsline-packet,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,19800,car.gr/31439040-audi-tt-tt-look-s,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,13900,car.gr/32033206-audi-tt-2-0-tfsi-roadster,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,22000,car.gr/32024553-audi-tt-facelift-black-edition,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,36000,car.gr/31966211-audi-tt-new-s-line-quattro,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,48000,car.gr/25229213-audi-tt-s-line,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,39000,car.gr/33624844-audi-tt,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,41850,car.gr/33406262-audi-tt-17-000km,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,19000,car.gr/31402148-audi-tt-sline,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,30900,car.gr/24212738-audi-tt,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,38000,car.gr/33644578-audi-tt-s-line-turbo-quatro,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,12500,car.gr/33334786-audi-tt-tfsi,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
audi,tt,40000,car.gr/32919664-audi-tt,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:49
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
vw,golf,12000,car.gr/34101061-volkswagen-golf-gti,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:55
vw,golf,10990,car.gr/28883770-volkswagen-golf-gti,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:55
vw,golf,11000,car.gr/31803530-volkswagen-golf,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:55
vw,golf,13500,car.gr/23209145-volkswagen-golf-dsg,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:55
vw,golf,14600,car.gr/25037573-volkswagen-golf-gti,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:55
vw,golf,14990,car.gr/33103935-volkswagen-golf-gti,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:55
vw,golf,13500,car.gr/34011146-volkswagen-golf-gti-dsg-211ps-5d,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:55
vw,golf,14990,car.gr/32913962-volkswagen-golf-gti-dsg,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:55
vw,golf,12000,car.gr/8716436-volkswagen-golf,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:55
vw,golf,13500,car.gr/33811367-volkswagen-golf-gt,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:55
vw,golf,12950,car.gr/33768682-volkswagen-golf-gti,dimidimitrakopoulos1@gmail.com,13/12/2020 19:34:55
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
vw,scirroco,17500,car.gr/30033058-volkswagen-scirocco-r,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,13500,car.gr/34024830-volkswagen-scirocco-r-line,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,15500,car.gr/31066317-volkswagen-scirocco,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,11500,car.gr/29028264-volkswagen-scirocco-dsg,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,14500,car.gr/32987990-volkswagen-scirocco-rline,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,18490,car.gr/13502809-volkswagen-scirocco-r-2020,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,10990,car.gr/30669244-volkswagen-scirocco-tsi,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,19500,car.gr/14763717-volkswagen-scirocco-scirocco-2-0-tsi-dsg-awd,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,17500,car.gr/24118861-volkswagen-scirocco-r,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,15000,car.gr/28605917-volkswagen-scirocco-2-0-tsi-r-line-dsg,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,17700,car.gr/25221619-volkswagen-scirocco-r-2021,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,16000,car.gr/27342923-volkswagen-scirocco-2-0-tsi-dsg,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,13800,car.gr/32920067-volkswagen-scirocco-tdi,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,15000,car.gr/33112966-volkswagen-scirocco-r-2-0,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,18000,car.gr/33525763-volkswagen-scirocco-r-dsg,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,20000,car.gr/31139892-volkswagen-scirocco-r-dsg,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
vw,scirroco,17400,car.gr/33490824-volkswagen-scirocco-r-dsg,dimidimitrakopoulos1@gmail.com,13/12/2020 19:35:00
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
